ID,Watch,Call (911) Problem,Type of Incident,Type  Location,Division,Council District,Date of Report,Date incident created,Person Involvement Type,Victim Type,Victim Race,Victim Ethnicity,Victim Gender,NIBRS Crime Category,NIBRS Group,Date of Incident,Call Duration (Minutes),Zone
80,3,09/01 - THEFT,THEFT - PRELIMINARY INVESTIGATION,Retail Store,SOUTH CENTRAL,D4,2021-02-09 22:00:00.0000000,2021-02-10 00:19:04.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2021-02-09 21:46:00,210.4,6
81,1,40/01 - OTHER,CRIM MISCHIEF > OR EQUAL $100 < $750,Apartment Residence,SOUTH CENTRAL,D4,2022-11-30 01:02:00.0000000,2022-11-30 01:44:01.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2022-11-30 00:50:00,159.68333333333334,6
82,3,6XE - DISTURBANCE EMERGENCY,INTERFERE W/EMERGENCY CALL,Commercial Property Occupied/Vacant,NORTH CENTRAL,D11,2022-03-09 16:25:00.0000000,2022-03-09 17:17:28.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,ALL OTHER OFFENSES,B,2022-03-09 16:20:00,318.56666666666666,0
83,1,6X - MAJOR DIST (VIOLENCE),ASSAULT (AGG) -DEADLY WEAPON,Parking (Business),CENTRAL,D14,2022-10-22 02:18:00.0000000,2022-10-22 01:22:03.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2022-10-21 23:55:00,90.0,2
84,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking (Business),CENTRAL,D9,2023-10-06 23:41:00.0000000,2023-10-07 19:36:57.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2023-10-06 16:00:00,1309.95,5
85,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Parking Lot,CENTRAL,D14,2022-12-13 18:23:00.0000000,2022-12-13 22:51:38.0000000,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2022-12-12 18:00:00,339.7,2
86,2,PK - PARK CHECK,BURGLARY OF BUILDING - FORCED ENTRY,Rental Storage Facility,SOUTHEAST,D5,2021-07-30 09:33:00.0000000,2021-07-30 09:35:06.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,BURGLARY/ BREAKING & ENTERING,A,2021-06-13 11:00:00,210.95,4
87,1,40/01 - OTHER,"CRIM MISCHIEF >OR EQUAL $750 < $2,500",Single Family Residence - Occupied,SOUTHWEST,D3,2023-06-22 20:07:00.0000000,2023-06-23 00:35:22.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2023-06-22 01:30:00,375.51666666666665,3
88,3,11V - BURG MOTOR VEH,BMV,Apartment Complex/Building,SOUTHWEST,D3,2021-10-08 06:58:00.0000000,2021-10-08 06:35:16.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2021-10-06 17:30:00,767.9166666666666,3
89,2,DASV-DIST ACTIVE SHOOTER VEH,BMV,Single Family Residence - Occupied,SOUTH CENTRAL,D4,2023-01-30 15:28:00.0000000,2023-01-30 10:45:08.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2023-01-30 10:13:00,264.8666666666667,6
90,1,PSE/11V - BURG MOTOR VEH,BMV,Outdoor Area Public/Private,NORTHWEST,D14,2021-07-16 18:16:00.0000000,2021-07-16 18:32:07.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2021-07-15 19:30:00,34.75,2
91,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Complex/Building,NORTHEAST,D10,2023-06-19 15:37:00.0000000,2023-06-19 22:37:37.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2023-06-19 00:00:00,492.3666666666667,5
92,2,58 - ROUTINE INVESTIGATION,BMV,"Highway, Street, Alley ETC",NORTHWEST,D13,2021-05-31 08:57:00.0000000,2021-05-31 08:57:47.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2021-05-25 14:30:00,39.13333333333333,1
93,2,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Parking (Business),NORTHEAST,D10,2023-02-24 13:02:00.0000000,2023-02-24 16:50:57.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2023-02-24 08:00:00,260.23333333333335,5
94,1,40/01 - OTHER,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",Single Family Residence - Vacant,CENTRAL,D2,2022-10-09 16:50:00.0000000,2022-10-09 16:35:59.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2022-10-08 02:00:00,198.35,2
95,2,PSE/09 - THEFT,"THEFT OF PROP > OR EQUAL $750 <$2,500 (NOT SHOPLIFT) PC31.03(e3)",Apartment Parking Lot,NORTHEAST,D9,2020-12-28 12:16:00.0000000,2020-12-28 15:45:10.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2020-12-11 13:00:00,237.21666666666667,5
96,3,40 - OTHER,CRIM MISCHIEF > OR EQUAL $100 < $750,Apartment Residence,NORTHWEST,D6,2021-01-30 23:40:00.0000000,2021-01-30 23:53:48.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2021-01-30 23:35:00,117.96666666666667,1
97,3,6X - MAJOR DIST (VIOLENCE),ASSAULT -BODILY INJURY ONLY,Condominium/Townhome Parking,NORTHEAST,D10,2023-03-22 08:15:00.0000000,2023-03-21 20:12:09.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2023-03-21 19:30:00,40.416666666666664,5
98,1,07 - MINOR ACCIDENT,FOUND PROPERTY (NO OFFENSE),Parking (Business),NORTHEAST,D10,2020-08-11 07:46:00.0000000,2020-08-11 08:50:33.0000000,Victim,Individual,Unknown,Unknown,Unknown,MISCELLANEOUS,C,2020-08-11 07:40:00,211.11666666666667,5
99,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Parking Lot,SOUTHWEST,D4,2020-10-01 18:09:00.0000000,2020-10-02 00:55:32.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-09-30 18:00:00,432.03333333333336,6
100,1,11R/01 - BURG OF RES,CRIM MISCHIEF > OR EQUAL $100 < $750,Apartment Parking Lot,CENTRAL,D2,2020-10-07 03:36:00.0000000,2020-10-07 05:42:48.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2020-10-07 03:36:00,203.83333333333334,2
101,3,ODJ - OFF DUTY JOB,ASSAULT -BODILY INJURY ONLY,Bar/NightClub/DanceHall ETC.,NORTHWEST,D6,2020-01-25 23:22:00.0000000,2020-01-25 23:26:43.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2020-01-25 22:30:00,260.03333333333336,1
102,2,58 - ROUTINE INVESTIGATION,THEFT FROM BUILDING> OR EQUAL $100<$750 (NOT SHOPLIFT),Apartment Residence,NORTH CENTRAL,D12,2022-07-08 09:59:00.0000000,2022-07-08 10:00:53.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2022-07-06 05:45:00,230.9,0
103,1,20 - ROBBERY,ROBBERY OF INDIVIDUAL,Parking (Business),SOUTHWEST,D3,2023-10-28 05:04:00.0000000,2023-10-28 07:07:11.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,ROBBERY,A,2023-10-28 04:15:00,326.6,3
104,2,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),SOUTHWEST,D3,2022-10-17 14:54:00.0000000,2022-10-17 15:06:52.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2022-10-17 14:00:00,20.5,3
105,3,58 - ROUTINE INVESTIGATION,THEFT BY DECEPTION (FRAUD) >OR EQUAL $2500 <$30K,Apartment Residence,NORTH CENTRAL,D13,2023-07-31 10:04:00.0000000,2023-07-31 10:11:30.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,FRAUD OFFENSES,A,2023-07-27 08:00:00,197.9,5
106,1,58 - ROUTINE INVESTIGATION,BMV,Apartment Residence,NORTH CENTRAL,D12,2023-01-20 10:53:00.0000000,2023-01-20 10:53:15.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2023-01-12 18:00:00,11.716666666666667,0
107,1,PSE/11V - BURG MOTOR VEH,BMV,Outdoor Area Public/Private,NORTHEAST,D9,2022-12-03 08:24:00.0000000,2022-12-03 08:50:20.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2022-12-03 01:04:00,60.93333333333333,5
108,3,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,CENTRAL,D2,2021-09-29 07:33:00.0000000,2021-09-29 07:54:05.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2021-09-28 14:00:00,48.1,2
109,3,07 - MINOR ACCIDENT,RECKLESS DAMAGE,Apartment Parking Lot,NORTH CENTRAL,D11,2024-02-20 08:47:00.0000000,2024-02-20 09:20:11.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,ALL OTHER OFFENSES,B,2024-02-18 06:00:00,113.78333333333333,0
110,2,**PD REQUESTED BY FIRE,NATURAL DEATH (NO OFFENSE),Single Family Residence - Occupied,NORTHEAST,D2,2020-07-07 10:35:00.0000000,2020-07-07 09:45:22.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2020-07-07 09:29:00,175.71666666666667,4
111,3,6X - MAJOR DIST (VIOLENCE),THEFT OF PROP > OR EQUAL $100 <$750 (NOT SHOPLIFT) PC31.03(e2A),Apartment Residence,NORTHEAST,D13,2023-06-19 15:33:00.0000000,2023-06-19 19:44:37.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2023-05-08 22:30:00,277.81666666666666,5
112,2,09 - THEFT,THEFT OF PROP > OR EQUAL $100 <$750 (NOT SHOPLIFT) PC31.03(e2A),Outdoor Area Public/Private,NORTHWEST,D13,2022-08-23 12:50:00.0000000,2022-08-23 13:19:30.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2022-08-23 12:39:00,45.43333333333333,1
113,3,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,"Highway, Street, Alley ETC",CENTRAL,D2,2021-05-10 16:41:00.0000000,2021-05-10 17:00:11.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2021-05-08 23:00:00,45.21666666666667,2
114,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",NORTHEAST,D2,2020-05-28 09:38:00.0000000,2020-05-28 08:52:14.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-05-27 21:00:00,30.483333333333334,5
115,1,09 - THEFT,THEFT FROM BUILDING> OR EQUAL $750<$2500 (NOT SHOPLIFT),Single Family Residence - Occupied,NORTHWEST,D13,2022-06-01 12:01:00.0000000,2022-06-01 12:43:24.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2022-05-31 16:40:00,73.31666666666666,1
116,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Outdoor Area Public/Private,SOUTHWEST,D3,2023-01-18 11:12:00.0000000,2023-01-19 09:15:32.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-01-18 03:46:00,1422.9,3
117,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),SOUTHEAST,D5,2023-10-31 18:00:00.0000000,2023-10-31 18:15:25.0000000,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-10-31 17:00:00,66.15,4
118,3,27 - DEAD PERSON,UNEXPLAINED DEATH (NO OFFENSE),Apartment Residence,NORTH CENTRAL,D11,2021-12-04 22:30:00.0000000,2021-12-04 19:45:11.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MISCELLANEOUS,C,2021-12-04 17:24:00,291.6333333333333,0
119,3,40 - OTHER,ASSAULT -VERBAL THREAT,Grocery/Supermarket,SOUTHWEST,D1,2024-04-10 17:05:00.0000000,2024-04-11 03:55:36.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,ASSAULT OFFENSES,A,2024-04-10 16:50:00,718.9333333333333,3
120,3,**PD REQUESTED BY FIRE,NATURAL DEATH (NO OFFENSE),Single Family Residence - Occupied,SOUTHEAST,D7,2022-10-30 20:50:00.0000000,2022-10-30 20:34:32.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2022-10-30 15:00:00,239.61666666666667,2
121,3,07 - MINOR ACCIDENT,ASSAULT (AGG) -DEADLY WEAPON,"Highway, Street, Alley ETC",SOUTHEAST,D5,2022-04-18 09:15:00.0000000,2022-04-18 08:46:39.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,ASSAULT OFFENSES,A,2022-04-16 17:50:00,2321.2166666666667,4
122,2,6X - MAJOR DIST (VIOLENCE),"ROBBERY (AGG) OF INDIVIDUAL, PRELIMINARY INVESTIGATION",Business Office,NORTHWEST,D6,2022-01-08 10:47:00.0000000,2022-01-08 09:44:45.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2022-01-08 08:00:00,127.21666666666667,1
123,1,41/20 - ROBBERY - IN PROGRESS,ROBBERY OF BUSINESS (AGG),Convenience Store,NORTHEAST,D13,2023-12-18 07:46:00.0000000,2023-12-18 08:06:42.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,ROBBERY,A,2023-12-18 07:33:00,416.9166666666667,5
124,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Complex/Building,SOUTHWEST,D3,2023-08-29 11:32:00.0000000,2023-08-29 10:01:55.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-08-28 03:02:00,1182.8166666666666,3
125,1,07 - MINOR ACCIDENT,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH > OR EQUAL $200,Outdoor Area Public/Private,SOUTHEAST,D7,2022-09-21 07:37:00.0000000,2022-09-21 10:46:33.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,TRAFFIC VIOLATION - HAZARDOUS,C,2022-09-21 03:00:00,252.3,2
126,2,6X - MAJOR DIST (VIOLENCE),TRAF VIO -DUTY ON STRIKE UNATTENDED VEH > OR EQUAL $200,Apartment Parking Lot,NORTH CENTRAL,D11,2023-09-05 13:37:00.0000000,2023-09-05 13:30:34.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,TRAFFIC VIOLATION - HAZARDOUS,C,2023-09-05 12:52:00,106.28333333333333,0
127,2,PSE/09 - THEFT,THEFT FROM BUILDING> OR EQUAL $100<$750 (NOT SHOPLIFT),Single Family Residence - Occupied,SOUTH CENTRAL,D4,2020-05-04 15:41:47.0000000,2020-05-04 16:22:04.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2020-05-04 12:00:00,238.15,6
128,2,58 - ROUTINE INVESTIGATION,THEFT BY DECEPTION (FRAUD) >OR EQUAL $2500 <$30K,Apartment Complex/Building,SOUTH CENTRAL,D8,2023-07-25 16:36:00.0000000,2023-07-25 16:57:31.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,FRAUD OFFENSES,A,2023-07-16 15:30:00,238.71666666666667,6
129,1,PSE/11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) AUTOMOBILE,"Highway, Street, Alley ETC",NORTHEAST,D2,2024-01-28 12:52:00.0000000,2024-01-28 15:38:18.0000000,Registered Owner,Individual,White,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2024-01-27 16:00:00,208.93333333333334,5
130,1,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,NORTHEAST,D10,2023-02-06 07:06:00.0000000,2023-02-06 08:09:00.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2023-02-05 19:35:00,111.05,5
131,3,PSE/09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,CENTRAL,D14,2023-12-18 11:55:00.0000000,2023-12-18 12:11:41.0000000,Owner,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-12-12 18:40:00,240.81666666666666,2
132,3,22A - ANIMAL ATTACK,ATTACK BY DANGEROUS DOG,Outdoor Area Public/Private,NORTH CENTRAL,D12,2023-04-07 18:16:00.0000000,2023-04-07 18:42:01.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MISCELLANEOUS,C,2023-04-07 18:10:00,202.73333333333332,0
133,3,40 - OTHER,CRIM MISCHIEF > OR EQUAL $100 < $750,Single Family Residence - Occupied,SOUTHEAST,D7,2021-06-09 19:22:00.0000000,2021-06-10 06:27:15.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2021-06-09 19:18:00,676.8666666666667,2
134,1,58 - ROUTINE INVESTIGATION,VIO BOND/PROTECTIVE ORDER,"Highway, Street, Alley ETC",CENTRAL,D2,2024-11-23 03:05:00.0000000,2024-11-23 03:21:46.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,ALL OTHER OFFENSES,B,2024-11-23 03:00:00,301.95,2
135,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - OTHER VEH,Apartment Parking Lot,NORTHWEST,D6,2023-07-28 18:25:00.0000000,2023-07-28 17:20:43.0000000,Registered Owner,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-07-27 14:00:00,1535.9,2
136,1,6X - MAJOR DIST (VIOLENCE),UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Hotel/Motel/ETC,NORTHEAST,D10,2021-11-05 05:20:00.0000000,2021-11-05 05:56:14.0000000,Registered Owner,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2021-11-05 02:30:00,135.38333333333333,5
137,3,6XE - DISTURBANCE EMERGENCY,DEADLY CONDUCT-PRELIMINARY INVESTIGATION,Apartment Residence,NORTHEAST,D7,2021-08-23 22:37:00.0000000,2021-08-23 23:12:50.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2021-08-23 22:00:00,94.5,4
138,2,58 - ROUTINE INVESTIGATION,CRIMINAL TRESPASS AFFIDAVIT,Single Family Residence - Occupied,NORTHEAST,D7,2021-05-28 10:05:00.0000000,2021-05-28 10:12:34.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2021-05-28 10:00:00,1.4166666666666667,4
139,2,6XE - DISTURBANCE EMERGENCY,ASSAULT -BODILY INJURY ONLY,"Highway, Street, Alley ETC",SOUTHEAST,D7,2022-04-10 13:52:00.0000000,2022-04-10 14:58:08.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,ASSAULT OFFENSES,A,2022-04-10 13:30:00,239.01666666666668,2
140,3,6X - MAJOR DIST (VIOLENCE),ASSAULT -VERBAL THREAT,Gas or Service Station,SOUTHEAST,D7,2023-10-12 21:45:00.0000000,2023-10-13 09:03:20.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2023-10-12 21:30:00,688.3333333333334,4
141,3,11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,CENTRAL,D2,2021-07-09 10:53:00.0000000,2021-07-09 12:00:42.0000000,Victim,Individual,Middle Eastern,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2021-07-07 20:00:00,100.31666666666666,2
142,1,6X - MAJOR DIST (VIOLENCE),ASSAULT -BODILY INJURY ONLY,"Highway, Street, Alley ETC",NORTHWEST,D6,2021-01-04 00:00:00.0000000,2021-01-04 00:27:32.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,ASSAULT OFFENSES,A,2021-01-04 00:00:00,166.1,1
143,1,41/11V - BMV-IN PROGRESS,BMV,Parking (Business),NORTHWEST,D6,2022-01-13 07:56:00.0000000,2022-01-13 08:09:42.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2022-01-13 06:03:00,420.65,2
144,1,6X - MAJOR DIST (VIOLENCE),CRIM MISCHIEF > OR EQUAL $100 < $750,Single Family Residence - Occupied,SOUTHEAST,D7,2023-04-09 05:36:00.0000000,2023-04-09 15:52:14.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2023-04-09 05:34:00,658.4,2
145,3,6X - MAJOR DIST (VIOLENCE),"CRIM MISCHIEF >OR EQUAL $750 < $2,500",Condominium/Townhome Parking,SOUTHEAST,D5,2023-04-15 08:51:00.0000000,2023-04-15 07:59:55.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2023-04-14 21:00:00,733.6,4
146,2,58 - ROUTINE INVESTIGATION,THEFT BY DECEPTION (FRAUD) >OR EQUAL $150K <$300K,Other,CENTRAL,D2,2024-02-02 07:51:00.0000000,2024-02-16 07:52:04.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,FRAUD OFFENSES,A,2023-12-06 08:00:00,0.7833333333333333,2
147,3,6X - MAJOR DIST (VIOLENCE),FOUND PROPERTY (NO OFFENSE),Outdoor Area Public/Private,CENTRAL,D14,2020-05-10 19:28:00.0000000,2020-05-10 20:10:10.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2020-05-10 19:00:00,2121.4166666666665,2
148,2,"14 - STABBING, CUTTING",ROBBERY OF INDIVIDUAL (AGG),Parking (Business),NORTHEAST,D13,2024-09-10 08:41:00.0000000,2024-09-10 08:56:10.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,ROBBERY,A,2024-09-10 08:38:00,122.08333333333333,5
149,2,11R - BURG OF RES,BURGLARY OF HABITATION -NO FORCED ENTRY,Single Family Residence - Occupied,SOUTHWEST,D1,2021-12-03 07:14:00.0000000,2021-12-03 07:00:53.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,BURGLARY/ BREAKING & ENTERING,A,2021-12-02 10:00:00,768.8166666666667,3
150,1,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,CENTRAL,D14,2022-01-06 09:43:00.0000000,2022-01-06 11:18:17.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2022-01-05 16:30:00,122.45,2
151,3,6X - MAJOR DIST (VIOLENCE),CRIMINAL TRESPASS WARNING,Single Family Residence - Occupied,SOUTH CENTRAL,D8,2022-04-29 00:31:00.0000000,2022-04-28 20:59:32.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2022-04-28 21:00:00,346.53333333333336,6
152,3,PSE/09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking Lot (All Others),CENTRAL,D2,2024-06-03 09:00:00.0000000,2024-06-03 12:01:56.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2024-06-02 15:00:00,264.28333333333336,2
153,1,PSE/09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Complex/Building,SOUTHEAST,D7,2024-06-12 06:38:00.0000000,2024-06-12 07:45:48.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-06-11 19:30:00,88.53333333333333,4
154,1,11V - BURG MOTOR VEH,BMV,Parking Lot (All Others),NORTH CENTRAL,D13,2020-02-02 09:31:00.0000000,2020-02-02 09:14:37.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2020-02-01 23:30:00,57.15,5
155,2,07 - MINOR ACCIDENT,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH > OR EQUAL $200,Parking (Business),NORTHWEST,D6,2020-12-18 11:56:00.0000000,2020-12-18 11:13:03.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,TRAFFIC VIOLATION - HAZARDOUS,C,2020-12-18 10:44:00,117.13333333333334,1
156,1,11R - BURG OF RES,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Single Family Residence - Occupied,NORTHEAST,D9,2023-09-05 11:25:00.0000000,2023-09-05 15:02:28.0000000,Passenger,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-08-29 15:30:00,278.06666666666666,5
157,3,PSE/11V - BURG MOTOR VEH,BMV,Parking Lot (All Others),CENTRAL,D14,2023-10-28 20:20:00.0000000,2023-10-29 01:00:25.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2023-10-28 19:30:00,319.75,2
158,1,16A - INJURED PERSON W/AMB,ASSAULT - PRELIMINARY INVESTIGATION *NON FAMILY VIOLENCE,"Highway, Street, Alley ETC",CENTRAL,D14,2022-07-14 06:58:00.0000000,2022-07-14 09:02:35.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2022-07-14 06:20:00,220.75,2
159,1,58 - ROUTINE INVESTIGATION,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH < $200,Apartment Complex/Building,SOUTHWEST,D1,2021-02-08 09:07:00.0000000,2021-02-08 09:07:23.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,TRAFFIC VIOLATION - HAZARDOUS,C,2021-02-06 17:00:00,45.43333333333333,6
160,2,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),SOUTHEAST,D7,2023-08-18 14:58:00.0000000,2023-08-18 16:49:07.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2023-08-18 10:27:00,187.98333333333332,2
